nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,
11.0086,2.3071,2.51351,0.357706,0.448696,-0.215002,-0.576329,-0.189839,-0.395655,-0.0700016,-0.284791,-0.0714338,3.77799e+08,
15.9401,4.90347,2.51039,-4.66093,-1.81653,-4.13122,-1.18094,-1.95861,-2.26358,-0.380672,-2.99676,-0.516971,1.17924e+10,
13.976,6.11354,3.39825,-6.21055,-0.176547,-2.70089,0.29846,-0.655386,-0.720653,1.06868,-2.99959,-0.549386,1.71528e+10,
12.5191,3.43168,2.11345,-4.73042,-0.794362,-2.35696,-0.202156,-0.383504,-1.78747,0.446651,-3.06275,-0.752481,1.99411e+10,
7.81235,0.540749,-0.03146,-1.81411,-4.43204,1.02407,-0.409597,-3.17549,-1.49193,0.423721,-2.5336,-1.8466,1.99839e+10,
6.34423,-5.60388,-2.88105,-0.441712,-2.85426,1.27883,-0.272755,-4.00283,-2.28566,0.354296,-2.60949,-2.27594,2.70065e+10,
6.11074,-8.75419,-4.13581,0.73229,-1.27732,-1.10836,-0.3648,-3.24401,-3.93961,-0.928689,-0.835894,-3.26856,3.2506e+10,
7.65077,-9.01322,-4.31324,1.59664,-0.165034,-3.23254,-0.743475,-2.7795,-4.24758,-1.1355,-0.55134,-2.47041,2.89342e+10,
9.85024,-8.91835,-4.14358,2.89378,-0.206618,-3.92026,-2.36002,-2.29007,-2.29934,-0.311969,-0.30732,-1.72991,2.48498e+10,
9.49834,-9.05793,-6.78851,2.79858,-1.49454,-5.29074,-3.84152,-2.4993,-2.66183,-0.998201,-1.32923,-0.929393,2.55854e+10,
10.238,-6.2674,-6.70434,2.91295,-0.0500061,-3.55013,-3.64223,-1.54255,-1.94152,-1.64833,-0.411053,-0.399121,2.11916e+10,
