1, 113, 1,
2, 113, 1,
3, 113, 1,
4, 113, 1,
5, 113, 1,
6, 175, 1,
7, 122, 1,
8, 119, 1,
9, 116, 1,
10, 112, 1,
11, 112, 1,
12, 101, 1,
13, 111, 1,
14, 113, 1,
15, 103, 1,
16, 103, 1,
17, 107, 1,
18, 112, 1,
19, 106, 1,
20, 110, 1,
21, 124, 1,
22, 126, 1,
23, 115, 1,
24, 110, 1,
25, 107, 1,
26, 117, 1,
27, 103, 1,
28, 119, 1,
29, 112, 1,
30, 113, 1,
31, 121, 1,
32, 117, 1,
33, 119, 1,
34, 124, 1,
35, 114, 1,
36, 113, 1,
37, 113, 1,
38, 113, 1,
39, 113, 1,
40, 113, 1,
41, 113, 1,
42, 113, 1,
43, 113, 1,
44, 113, 1,
45, 113, 1,
46, 113, 1,
47, 113, 1,
48, 113, 1,
49, 113, 1,
50, 113, 1,
51, 113, 1,
52, 113, 1,
53, 113, 1,
54, 113, 1,
55, 113, 1,
56, 113, 1,
57, 113, 1,
58, 113, 1,
59, 113, 1,
60, 113, 1,
61, 113, 1,
62, 113, 1,
63, 113, 1,
64, 113, 1,
65, 113, 1,
66, 113, 1,
67, 113, 1,
68, 113, 1,
69, 113, 1,
70, 113, 1,
71, 113, 1,
72, 113, 1,
73, 113, 1,
74, 113, 1,
75, 113, 1,
76, 113, 1,
